number,bottlecode,filtered,system,station,intent,lat,lon,groupname,datecollect,timecollect,watertype,depth_m,poresizeiffiltered_micron,ambientTF,experimenttype,methodcollect,sampleuser,recorduser,note,flag,dateentered
1481,1530-02,UF,Lake Waco,Site 2,tnp,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,,TRUE,none,grab,MB,MB,,,11/30/2022
1482,1531-02,UF,Lake Waco,Site 2,tnp,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,,TRUE,none,grab,MB,MB,,,11/30/2022
1483,1532-02,UF,Lake Waco,Site 2,tnp,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,,TRUE,none,grab,MB,MB,,,11/30/2022
1484,1044-02,UF,Lake Waco,Site 3,tnp,,,flame,10/14/2022,12:15,surface,0.25,,TRUE,none,grab,MB,MB,,,11/30/2022
1485,1045-02,UF,Lake Waco,Site 3,tnp,,,flame,10/14/2022,12:15,surface,0.25,,TRUE,none,grab,MB,MB,,,11/30/2022
1486,1046-02,UF,Lake Waco,Site 3,tnp,,,flame,10/14/2022,12:15,surface,0.25,,TRUE,none,grab,MB,MB,,,11/30/2022
1487,1527-02,UF,Lake Waco,Site 4,tnp,,,flame,10/14/2022,13:31,surface,0.25,,TRUE,none,grab,MB,MB,,,11/30/2022
1488,1528-02,UF,Lake Waco,Site 4,tnp,,,flame,10/14/2022,13:31,surface,0.25,,TRUE,none,grab,MB,MB,,,11/30/2022
1489,1529-02,UF,Lake Waco,Site 4,tnp,,,flame,10/14/2022,13:31,surface,0.25,,TRUE,none,grab,MB,MB,,,11/30/2022
1490,1273-01,F,Lake Waco,Site 1,tdnp,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1491,1274-01,F,Lake Waco,Site 1,tdnp,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1492,1275-01,F,Lake Waco,Site 1,tdnp,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1493,1279-01,F,Lake Waco,Site 2,tdnp,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1494,1280-01,F,Lake Waco,Site 2,tdnp,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1495,1281-01,F,Lake Waco,Site 2,tdnp,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1496,1276-01,F,Lake Waco,Site 3,tdnp,,,flame,10/14/2022,12:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1497,1277-01,F,Lake Waco,Site 3,tdnp,,,flame,10/14/2022,12:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1498,1278-01,F,Lake Waco,Site 3,tdnp,,,flame,10/14/2022,12:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1499,1282-01,F,Lake Waco,Site 4,tdnp,,,flame,10/14/2022,13:31,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1500,1283-01,F,Lake Waco,Site 4,tdnp,,,flame,10/14/2022,13:31,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1501,1284-01,F,Lake Waco,Site 4,tdnp,,,flame,10/14/2022,13:31,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1502,1369-01,F,Lake Waco,Site 1,dnp,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1503,1370-01,F,Lake Waco,Site 1,dnp,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1504,1371-01,F,Lake Waco,Site 1,dnp,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1505,1372-01,F,Lake Waco,Site 2,dnp,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1506,1373-01,F,Lake Waco,Site 2,dnp,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1507,1374-01,F,Lake Waco,Site 2,dnp,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1508,1375-01,F,Lake Waco,Site 3,dnp,,,flame,10/14/2022,12:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1509,1376-01,F,Lake Waco,Site 3,dnp,,,flame,10/14/2022,12:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1510,1377-01,F,Lake Waco,Site 3,dnp,,,flame,10/14/2022,12:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1511,1378-01,F,Lake Waco,Site 4,dnp,,,flame,10/14/2022,13:31,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1512,1379-01,F,Lake Waco,Site 4,dnp,,,flame,10/14/2022,13:31,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1513,1380-01,F,Lake Waco,Site 4,dnp,,,flame,10/14/2022,13:31,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1514,1299-01,F,Lake Waco,Site 1,ic,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1515,1300-01,F,Lake Waco,Site 1,ic,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1516,1301-01,F,Lake Waco,Site 1,ic,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1517,1302-01,F,Lake Waco,Site 2,ic,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1518,1303-01,F,Lake Waco,Site 2,ic,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1519,1304-01,F,Lake Waco,Site 2,ic,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1520,1305-01,F,Lake Waco,Site 3,ic,,,flame,10/14/2022,12:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1521,1306-01,F,Lake Waco,Site 3,ic,,,flame,10/14/2022,12:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1522,1307-01,F,Lake Waco,Site 3,ic,,,flame,10/14/2022,12:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1523,1308-01,F,Lake Waco,Site 4,ic,,,flame,10/14/2022,13:31,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1524,1309-01,F,Lake Waco,Site 4,ic,,,flame,10/14/2022,13:31,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1525,1310-01,F,Lake Waco,Site 4,ic,,,flame,10/14/2022,13:31,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1526,1716-98,F,Lake Waco,Site 1,chl,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1527,1717-98,F,Lake Waco,Site 1,chl,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1528,1718-98,F,Lake Waco,Site 1,chl,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1529,1719-98,F,Lake Waco,Site 2,chl,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1530,1720-98,F,Lake Waco,Site 2,chl,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1531,1721-98,F,Lake Waco,Site 2,chl,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1532,1722-98,F,Lake Waco,Site 3,chl,,,flame,10/14/2022,12:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1533,1723-98,F,Lake Waco,Site 3,chl,,,flame,10/14/2022,12:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1534,1724-98,F,Lake Waco,Site 3,chl,,,flame,10/14/2022,12:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1535,1725-98,F,Lake Waco,Site 4,chl,,,flame,10/14/2022,13:31,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1536,1726-98,F,Lake Waco,Site 4,chl,,,flame,10/14/2022,13:31,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1537,1727-98,F,Lake Waco,Site 4,chl,,,flame,10/14/2022,13:31,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,11/30/2022
1538,1952-97,F,Lake Waco,1,CN,31.5927167,-97.27205,flame,6/23/2022,11:18,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1539,1953-97,F,Lake Waco,1,CN,31.5927167,-97.27205,flame,6/23/2022,11:18,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1540,1954-97,F,Lake Waco,1,CN,31.5927167,-97.27205,flame,6/23/2022,11:18,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1541,1955-97,F,Lake Waco,2,CN,31.518967,-97.24383,flame,6/23/2022,11:56,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1542,1956-97,F,Lake Waco,2,CN,31.518967,-97.24383,flame,6/23/2022,11:56,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1543,1957-97,F,Lake Waco,2,CN,31.518967,-97.24383,flame,6/23/2022,11:56,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1544,1958-97,F,Lake Waco,3,CN,31.5434,-97.223083,flame,6/23/2022,12:26,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1545,1959-97,F,Lake Waco,3,CN,31.5434,-97.223083,flame,6/23/2022,12:26,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1546,1960-97,F,Lake Waco,3,CN,31.5434,-97.223083,flame,6/23/2022,12:26,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1547,1961-97,F,Lake Waco,4,CN,31.57767,-97.198217,flame,6/23/2022,13:14,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1548,1962-97,F,Lake Waco,4,CN,31.57767,-97.198217,flame,6/23/2022,13:14,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1549,1963-97,F,Lake Waco,4,CN,31.57767,-97.198217,flame,6/23/2022,13:14,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1550,1964-97,F,Lake Waco,5,CN,31.57587,-97.215883,flame,6/23/2022,13:38,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1551,1965-97,F,Lake Waco,5,CN,31.57587,-97.215883,flame,6/23/2022,13:38,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1552,1966-97,F,Lake Waco,5,CN,31.57587,-97.215883,flame,6/23/2022,13:38,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1553,1967-97,F,Lake Waco,6,CN,31.594183,-97.254683,flame,6/23/2022,14:37,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1554,1968-97,F,Lake Waco,6,CN,31.594183,-97.254683,flame,6/23/2022,14:37,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1555,1969-97,F,Lake Waco,6,CN,31.594183,-97.254683,flame,6/23/2022,14:37,surfacewater,0.25,0.7,TRUE,none,grab,MB,MB,,,
1556,1970-98,F,Sabine-Neches,S1,chl,30.00011,-93.9506,flame,12/3/2022,10:35,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1557,1971-98,F,Sabine-Neches,S1,chl,30.00011,-93.9506,flame,12/3/2022,10:35,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1558,1972-98,F,Sabine-Neches,S1,chl,30.00011,-93.9506,flame,12/3/2022,10:35,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1559,1973-98,F,Sabine-Neches,S2,chl,29.96737,-93.8557,flame,12/3/2022,11:17,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1560,1974-98,F,Sabine-Neches,S2,chl,29.96737,-93.8557,flame,12/3/2022,11:17,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1561,1975-98,F,Sabine-Neches,S2,chl,29.96737,-93.8557,flame,12/3/2022,11:17,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1562,1976-98,F,Sabine-Neches,S3,chl,29.75668,-93.8933,flame,12/3/2022,12:25,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1563,1977-98,F,Sabine-Neches,S3,chl,29.75668,-93.8933,flame,12/3/2022,12:25,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1564,1978-98,F,Sabine-Neches,S3,chl,29.75668,-93.8933,flame,12/3/2022,12:25,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1565,1979-98,F,Sabine-Neches,S4,chl,29.6814,-93.8353,flame,12/3/2022,12:56,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1566,1980-98,F,Sabine-Neches,S4,chl,29.6814,-93.8353,flame,12/3/2022,12:56,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1567,1981-98,F,Sabine-Neches,S4,chl,29.6814,-93.8353,flame,12/3/2022,12:56,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1568,1982-98,F,Sabine-Neches,S5,chl,29.82142,-93.9047,flame,12/3/2022,14:18,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1569,1983-98,F,Sabine-Neches,S5,chl,29.82142,-93.9047,flame,12/3/2022,14:18,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1570,1984-98,F,Sabine-Neches,S5,chl,29.82142,-93.9047,flame,12/3/2022,14:18,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1571,1985-98,F,Sabine-Neches,S6,chl,30.03655,-93.7372,flame,12/3/2022,16:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1572,1986-98,F,Sabine-Neches,S6,chl,30.03655,-93.7372,flame,12/3/2022,16:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1573,1987-98,F,Sabine-Neches,S6,chl,30.03655,-93.7372,flame,12/3/2022,16:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1574,1988-98,F,Sabine-Neches,S7,chl,29.98553,-93.7925,flame,12/3/2022,16:59,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1575,1989-98,F,Sabine-Neches,S7,chl,29.98553,-93.7925,flame,12/3/2022,16:59,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1576,1990-98,F,Sabine-Neches,S7,chl,29.98553,-93.7925,flame,12/3/2022,16:59,surface,0.25,0.7,TRUE,none,grab,MB,MB,Was not frozen until next morning ,,
1577,1991-98,F,Sabine-Neches,S1,chl,30.00011,-93.9506,flame,12/3/2022,10:35,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1578,1992-98,F,Sabine-Neches,S1,chl,30.00011,-93.9506,flame,12/3/2022,10:35,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1579,1993-98,F,Sabine-Neches,S1,chl,30.00011,-93.9506,flame,12/3/2022,10:35,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1580,1994-98,F,Sabine-Neches,S2,chl,29.96737,-93.8557,flame,12/3/2022,11:17,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1581,1995-98,F,Sabine-Neches,S2,chl,29.96737,-93.8557,flame,12/3/2022,11:17,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1582,1996-98,F,Sabine-Neches,S2,chl,29.96737,-93.8557,flame,12/3/2022,11:17,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1583,1997-98,F,Sabine-Neches,S3,chl,29.75668,-93.8933,flame,12/3/2022,12:25,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1584,1998-98,F,Sabine-Neches,S3,chl,29.75668,-93.8933,flame,12/3/2022,12:25,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1585,1999-98,F,Sabine-Neches,S3,chl,29.75668,-93.8933,flame,12/3/2022,12:25,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1586,2000-98,F,Sabine-Neches,S4,chl,29.6814,-93.8353,flame,12/3/2022,12:56,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1587,2001-98,F,Sabine-Neches,S4,chl,29.6814,-93.8353,flame,12/3/2022,12:56,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1588,2002-98,F,Sabine-Neches,S4,chl,29.6814,-93.8353,flame,12/3/2022,12:56,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1589,2003-98,F,Sabine-Neches,S5,chl,29.82142,-93.9047,flame,12/3/2022,14:18,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1590,2004-98,F,Sabine-Neches,S5,chl,29.82142,-93.9047,flame,12/3/2022,14:18,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1591,2005-98,F,Sabine-Neches,S5,chl,29.82142,-93.9047,flame,12/3/2022,14:18,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1592,2006-98,F,Sabine-Neches,S6,chl,30.03655,-93.7372,flame,12/3/2022,16:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1593,2007-98,F,Sabine-Neches,S6,chl,30.03655,-93.7372,flame,12/3/2022,16:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1594,2008-98,F,Sabine-Neches,S6,chl,30.03655,-93.7372,flame,12/3/2022,16:15,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1595,2009-98,F,Sabine-Neches,S7,chl,29.98553,-93.7925,flame,12/3/2022,16:59,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1596,2010-98,F,Sabine-Neches,S7,chl,29.98553,-93.7925,flame,12/3/2022,16:59,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1597,2011-98,F,Sabine-Neches,S7,chl,29.98553,-93.7925,flame,12/3/2022,16:59,surface,0.25,0.7,TRUE,none,grab,MB,MB,Filtered 12.4.2023 due to other samples not frozen,,
1598,2012-98,F,Brazos River,B1,chl,31.4921,-97.028,BrazosCruise32023,3/4/2023,12:38,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,
1599,2013-98,UF,Brazos River,B2,chl,31.5502,-97.0898,BrazosCruise32023,3/4/2023,14:22,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,
1600,2014-98,F,Brazos River,B2-3,chl,31.5411,-97.078,BrazosCruise32023,3/4/2023,14:40,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,
1601,2015-98,UF,Brazos River,B3,chl,31.5242,-97.0704,BrazosCruise32023,3/4/2023,14:52,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,
1602,2016-98,F,Brazos River,B3-4,chl,31.51996,-97.0674,BrazosCruise32023,3/4/2023,15:03,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,
1603,2017-98,UF,Brazos River,B4,chl,31.51971,-97.06454,BrazosCruise32023,3/4/2023,15:10,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,
1604,2018-98,F,Brazos River,B4-5,chl,31.5214,-97.0573,BrazosCruise32023,3/4/2023,15:48,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,
1605,2019-98,UF,Brazos River,B5,chl,31.52469,-97.03481,BrazosCruise32023,3/4/2023,16:17,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,
1606,2020-98,F,Brazos River,B5-6,chl,31.51643,-97.0438,BrazosCruise32023,3/4/2023,16:43,surface,0.25,0.7,TRUE,none,grab,MB,MB,,,
1607,2021-98,F,Miller Ponds,Pond A,chl,31.69439,-97.16837,MillerPonds,2/24/2023,8:01,surfacewater,0.5,0.7,TRUE,none,grab,LM,MB,,,4/10/2023
1608,2022-98,F,Miller Ponds,Pond A,chl,31.69439,-97.16837,MillerPonds,2/24/2023,8:01,surfacewater,0.5,0.7,TRUE,none,grab,LM,MB,,,4/10/2023
1609,2023-98,F,Miller Ponds,Pond A,chl,31.69439,-97.16837,MillerPonds,2/24/2023,8:01,surfacewater,0.5,0.7,TRUE,none,grab,LM,MB,,,4/10/2023
1610,2024-98,F,Miller Ponds,Pond B,chl,31.69169,-97.16682,MillerPonds,2/24/2023,8:30,surfacewater,0.5,0.7,TRUE,none,grab,LM,MB,,,4/10/2023
1611,2025-98,F,Miller Ponds,Pond B,chl,31.69169,-97.16682,MillerPonds,2/24/2023,8:30,surfacewater,0.5,0.7,TRUE,none,grab,LM,MB,,,4/10/2023
1612,2026-98,F,Miller Ponds,Pond B,chl,31.69169,-97.16682,MillerPonds,2/24/2023,8:30,surfacewater,0.5,0.7,TRUE,none,grab,LM,MB,,,4/10/2023
1613,0605-16,UF,Brazos River,B1,UF,31.4921,-97.028,BrazosCruise32023,3/4/2023,12:38,surface,0.25,,TRUE,none,grab,MAB,MAB,,,4/10/2023
1614,1823-17,UF,Brazos River,B1,F,31.4921,-97.028,BrazosCruise32023,3/4/2023,12:38,surface,0.25,,TRUE,none,grab,MAB,MAB,,,4/10/2023
1615,1579-01,F,Brazos River,B1,dnp,31.4921,-97.028,BrazosCruise32023,3/4/2023,12:38,surface,0.25,0.7,TRUE,none,grab,MAB,MAB,,,4/10/2023
1616,0604-16,UF,Brazos River,B2,UF,31.5502,-97.0898,BrazosCruise32023,3/4/2023,14:22,surface,0.25,,TRUE,none,grab,MAB,MAB,,,4/10/2023
1617,1823-17,UF,Brazos River,B2,F,31.5502,-97.0898,BrazosCruise32023,3/4/2023,14:22,surface,0.25,,TRUE,none,grab,MAB,MAB,,,4/10/2023
1618,1580-01,F,Brazos River,B2,dnp,31.5502,-97.0898,BrazosCruise32023,3/4/2023,14:22,surface,0.25,0.7,TRUE,none,grab,MAB,MAB,,,4/10/2023
1619,1929-16,UF,Brazos River,B2-3,UF,31.5411,-97.078,BrazosCruise32023,3/4/2023,14:40,surface,0.25,,TRUE,none,grab,MAB,MAB,,,4/10/2023
1620,1581-01,F,Brazos River,B2-3,dnp,31.5411,-97.078,BrazosCruise32023,3/4/2023,14:40,surface,0.25,0.7,TRUE,none,grab,MAB,MAB,,,4/10/2023
1621,1920-16,UF,Brazos River,B3,UF,31.5242,-97.0704,BrazosCruise32023,3/4/2023,14:52,surface,0.25,,TRUE,none,grab,MAB,MAB,,,4/10/2023
1622,1828-17,UF,Brazos River,B3,F,31.5242,-97.0704,BrazosCruise32023,3/4/2023,14:52,surface,0.25,,TRUE,none,grab,MAB,MAB,,,4/10/2023
1623,1576-04,F,Brazos River,B3,dnp,31.5242,-97.0704,BrazosCruise32023,3/4/2023,14:52,surface,0.25,0.7,TRUE,none,grab,MAB,MAB,,,4/10/2023
1624,1930-16,UF,Brazos River,B3-4,UF,31.51996,-97.0674,BrazosCruise32023,3/4/2023,15:03,surface,0.25,,TRUE,none,grab,MAB,MAB,GPS from Garmin GPS Puck,,4/10/2023
1625,1577-01,F,Brazos River,B3-4,dnp,31.51996,-97.0674,BrazosCruise32023,3/4/2023,15:03,surface,0.25,0.7,TRUE,none,grab,MAB,MAB,GPS from Garmin GPS Puck,,4/10/2023
1626,0606-16,UF,Brazos River,B4,UF,31.51971,-97.06454,BrazosCruise32023,3/4/2023,15:10,surface,0.25,,TRUE,none,grab,MAB,MAB,GPS from Garmin GPS Puck,,4/10/2023
1627,1827-17,UF,Brazos River,B4,F,31.51971,-97.06454,BrazosCruise32023,3/4/2023,15:10,surface,0.25,,TRUE,none,grab,MAB,MAB,GPS from Garmin GPS Puck,,4/10/2023
1628,1578-01,F,Brazos River,B4,dnp,31.51971,-97.06454,BrazosCruise32023,3/4/2023,15:10,surface,0.25,0.7,TRUE,none,grab,MAB,MAB,GPS from Garmin GPS Puck,,4/10/2023
1629,1952-16,UF,Brazos River,B4-5,UF,31.5214,-97.0573,BrazosCruise32023,3/4/2023,15:48,surface,0.25,,TRUE,none,grab,MAB,MAB,,,4/10/2023
1630,1573-01,F,Brazos River,B4-5,dnp,31.5214,-97.0573,BrazosCruise32023,3/4/2023,15:48,surface,0.25,0.7,TRUE,none,grab,MAB,MAB,,,4/10/2023
1631,0603-16,UF,Brazos River,B5,UF,31.52469,-97.03481,BrazosCruise32023,3/4/2023,16:17,surface,0.25,,TRUE,none,grab,MAB,MAB,GPS from Garmin GPS Puck,,4/10/2023
1632,1824-17,UF,Brazos River,B5,F,31.52469,-97.03481,BrazosCruise32023,3/4/2023,16:17,surface,0.25,,TRUE,none,grab,MAB,MAB,GPS from Garmin GPS Puck,,4/10/2023
1633,1574-01,F,Brazos River,B5,dnp,31.52469,-97.03481,BrazosCruise32023,3/4/2023,16:17,surface,0.25,0.7,TRUE,none,grab,MAB,MAB,GPS from Garmin GPS Puck,,4/10/2023
1634,1928-16,UF,Brazos River,B5-6,UF,31.51643,-97.0438,BrazosCruise32023,3/4/2023,16:43,surface,0.25,,TRUE,none,grab,MAB,MAB,GPS from Garmin GPS Puck,,4/10/2023
1635,1575-01,F,Brazos River,B5-6,dnp,31.51643,-97.0438,BrazosCruise32023,3/4/2023,16:43,surface,0.25,0.7,TRUE,none,grab,MAB,MAB,GPS from Garmin GPS Puck,,4/10/2023
1636,1571-01,F,Miller Ponds,Pond A,DNP,31.69439,-97.16837,MillerPonds,2/24/2023,8:01,surfacewater,0.5,0.7,TRUE,none,grab,LM,LM,DNP,,4/10/2023
