number,bottlecode,filtered,system,station,intent,lat,lon,groupname,datecollect,timecollect,watertype,depth_m,poresizeiffiltered_micron,ambientTF,experimenttype,methodcollect,sampleuser,recorduser,note,flag,dateentered
219,0310-15,UF,Lake Waco,2,,31.518967,-97.24383,flame,6/23/2022,11:56,surfacewater,0.25,,TRUE,none,grab,,KK,,,11/27/2022
220,0312-15,UF,Lake Waco,2,,31.518967,-97.24383,flame,6/23/2022,11:56,surfacewater,0.25,,TRUE,none,grab,,KK,,,11/27/2022
221,0311-15,UF,Lake Waco,3,,31.5434,-97.223083,flame,6/23/2022,12:26,surfacewater,0.25,,TRUE,none,grab,,KK,,,11/27/2022
222,0313-15,UF,Lake Waco,3,,31.5434,-97.223083,flame,6/23/2022,12:26,surfacewater,0.25,,TRUE,none,grab,,KK,,,11/27/2022
223,0317-15,UF,Lake Waco,4,,31.57767,-97.198217,flame,6/23/2022,13:14,surfacewater,0.25,,TRUE,none,grab,,KK,,,11/27/2022
224,0547-15,UF,Lake Waco,4,,31.57767,-97.198217,flame,6/23/2022,13:14,surfacewater,0.25,,TRUE,none,grab,,KK,,,11/27/2022
225,0308-15,UF,Lake Waco,5,,31.57587,-97.215883,flame,6/23/2022,13:38,surfacewater,0.25,,TRUE,none,grab,,KK,,,11/27/2022
226,0314-15,UF,Lake Waco,5,,31.57587,-97.215883,flame,6/23/2022,13:38,surfacewater,0.25,,TRUE,none,grab,,KK,,,11/27/2022
227,0307-15,UF,Lake Waco,6,,31.594183,-97.254683,flame,6/23/2022,14:37,surfacewater,0.25,,TRUE,none,grab,,KK,,,11/27/2022
228,0315-15,UF,Lake Waco,6,,31.594183,-97.254683,flame,6/23/2022,14:37,surfacewater,0.25,,TRUE,none,grab,,KK,,,11/27/2022
229,0623-01,F,Lake Waco,1,,31.5927167,-97.27205,flame,6/23/2022,11:18,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
230,0624-01,F,Lake Waco,1,,31.5927167,-97.27205,flame,6/23/2022,11:18,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
231,0625-01,F,Lake Waco,1,,31.5927167,-97.27205,flame,6/23/2022,11:18,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
232,0626-01,F,Lake Waco,2,,31.518967,-97.24383,flame,6/23/2022,11:56,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
233,0627-01,F,Lake Waco,2,,31.518967,-97.24383,flame,6/23/2022,11:56,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
234,0628-01,F,Lake Waco,2,,31.518967,-97.24383,flame,6/23/2022,11:56,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
235,0624-01,F,Lake Waco,3,,31.5434,-97.223083,flame,6/23/2022,12:26,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
236,0630-01,F,Lake Waco,3,,31.5434,-97.223083,flame,6/23/2022,12:26,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
237,0631-01,F,Lake Waco,3,,31.5434,-97.223083,flame,6/23/2022,12:26,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
238,0632-01,F,Lake Waco,4,,31.57767,-97.198217,flame,6/23/2022,13:14,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
239,0633-01,F,Lake Waco,4,,31.57767,-97.198217,flame,6/23/2022,13:14,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
240,0634-01,F,Lake Waco,4,,31.57767,-97.198217,flame,6/23/2022,13:14,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
241,0635-01,F,Lake Waco,5,,31.57587,-97.215883,flame,6/23/2022,13:38,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
242,0636-01,F,Lake Waco,5,,31.57587,-97.215883,flame,6/23/2022,13:38,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
243,0637-01,F,Lake Waco,5,,31.57587,-97.215883,flame,6/23/2022,13:38,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
244,0638-01,F,Lake Waco,6,,31.594183,-97.254683,flame,6/23/2022,14:37,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
245,0639-01,F,Lake Waco,6,,31.594183,-97.254683,flame,6/23/2022,14:37,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
246,0640-01,F,Lake Waco,6,,31.594183,-97.254683,flame,6/23/2022,14:37,surfacewater,0.25,0.45,TRUE,none,grab,,KK,,,11/27/2022
247,0395-01,F,Lake Waco,lw_sa,,31.60332,-97.27341,flame,6/15/2022,11:05,surfacewater,0.25,0.45,TRUE,none,grab,,MM,,,11/27/2022
248,0386-01,F,Lake Waco,lw_sa,,31.60332,-97.27341,flame,6/15/2022,11:05,surfacewater,0.25,0.45,TRUE,none,grab,,MM,,,11/27/2022
249,0397-01,F,Lake Waco,lw_sa,,31.60332,-97.27341,flame,6/15/2022,11:05,surfacewater,0.25,0.45,TRUE,none,grab,,MM,,,11/27/2022
250,0399-01,F,Lake Waco,koehne,,31.59418,-97.25471,flame,6/15/2022,11:25,surfacewater,0.25,0.45,TRUE,none,grab,,MM,,,11/27/2022
251,0396-01,F,Lake Waco,koehne,,31.59418,-97.25471,flame,6/15/2022,11:25,surfacewater,0.25,0.45,TRUE,none,grab,,MM,,,11/27/2022
252,0394-01,F,Lake Waco,koehne,,31.59418,-97.25471,flame,6/15/2022,11:25,surfacewater,0.25,0.45,TRUE,none,grab,,MM,,,11/27/2022
253,0423-01,F,Lake Waco,lw_sa,,31.60332,-97.27341,flame,6/15/2022,11:05,surfacewater,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
254,0424-01,F,Lake Waco,lw_sa,,31.60332,-97.27341,flame,6/15/2022,11:05,surfacewater,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
255,0425-01,F,Lake Waco,lw_sa,,31.60332,-97.27341,flame,6/15/2022,11:05,surfacewater,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
256,0419-01,F,Lake Waco,koehne,,31.59418,-97.25471,flame,6/15/2022,11:25,surfacewater,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
257,0422-01,F,Lake Waco,koehne,,31.59418,-97.25471,flame,6/15/2022,11:25,surfacewater,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
258,0417-01,UF,Lake Waco,koehne,,31.59418,-97.25471,flame,6/15/2022,11:25,surfacewater,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
259,0484-02,UF,Lake Waco,lw_sa,,31.60332,-97.27341,flame,6/15/2022,11:05,surfacewater,0.25,,TRUE,none,grab,,MM,,,11/27/2022
260,0485-02,UF,Lake Waco,lw_sa,,31.60332,-97.27341,flame,6/15/2022,11:05,surfacewater,0.25,,TRUE,none,grab,,MM,,,11/27/2022
261,0487-02,UF,Lake Waco,lw_sa,,31.60332,-97.27341,flame,6/15/2022,11:05,surfacewater,0.25,,TRUE,none,grab,,MM,,,11/27/2022
262,0482-02,UF,Lake Waco,koehne,,31.59418,-97.25471,flame,6/15/2022,11:25,surfacewater,0.25,,TRUE,none,grab,,MM,,,11/27/2022
263,0483-02,UF,Lake Waco,koehne,,31.59418,-97.25471,flame,6/15/2022,11:25,surfacewater,0.25,,TRUE,none,grab,,MM,,,11/27/2022
264,0486-02,UF,Lake Waco,koehne,,31.59418,-97.25471,flame,6/15/2022,11:25,surfacewater,0.25,,TRUE,none,grab,,MM,,,11/27/2022
265,0453-01,F,Lake Waco,lw_sa,,31.60332,-97.27341,flame,6/15/2022,11:05,surfacewater,0.25,,TRUE,none,grab,,MM,,,11/27/2022
266,0450-01,F,Lake Waco,lw_sa,,31.60332,-97.27341,flame,6/15/2022,11:05,surfacewater,0.25,,TRUE,none,grab,,MM,,,11/27/2022
267,0452-01,F,Lake Waco,lw_sa,,31.60332,-97.27341,flame,6/15/2022,11:05,surfacewater,0.25,,TRUE,none,grab,,MM,,,11/27/2022
268,0455-01,F,Lake Waco,koehne,,31.59418,-97.25471,flame,6/15/2022,11:25,surfacewater,0.25,,TRUE,none,grab,,MM,,,11/27/2022
269,0454-01,F,Lake Waco,koehne,,31.59418,-97.25471,flame,6/15/2022,11:25,surfacewater,0.25,,TRUE,none,grab,,MM,,,11/27/2022
270,0451-01,F,Lake Waco,koehne,,31.59418,-97.25471,flame,6/15/2022,11:25,surfacewater,0.25,,TRUE,none,grab,,MM,,,11/27/2022
271,1246-97,F,Lake Waco,1,,31.5927167,-97.27205,flame,6/23/2022,11:18,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
272,1247-97,F,Lake Waco,1,,31.5927167,-97.27205,flame,6/23/2022,11:18,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
273,1248-97,F,Lake Waco,1,,31.5927167,-97.27205,flame,6/23/2022,11:18,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
274,1249-97,F,Lake Waco,2,,31.518967,-97.24383,flame,6/23/2022,11:56,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
275,1250-97,F,Lake Waco,2,,31.518967,-97.24383,flame,6/23/2022,11:56,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
276,1251-97,F,Lake Waco,2,,31.518967,-97.24383,flame,6/23/2022,11:56,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
277,1252-97,F,Lake Waco,3,,31.5434,-97.223083,flame,6/23/2022,12:26,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
278,1253-97,F,Lake Waco,3,,31.5434,-97.223083,flame,6/23/2022,12:26,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
279,1254-97,F,Lake Waco,3,,31.5434,-97.223083,flame,6/23/2022,12:26,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
280,1255-97,F,Lake Waco,4,,31.57767,-97.198217,flame,6/23/2022,13:14,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
281,1256-97,F,Lake Waco,4,,31.57767,-97.198217,flame,6/23/2022,13:14,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
282,1257-97,F,Lake Waco,4,,31.57767,-97.198217,flame,6/23/2022,13:14,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
283,1258-97,F,Lake Waco,5,,31.57587,-97.215883,flame,6/23/2022,13:38,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
284,1259-97,F,Lake Waco,5,,31.57587,-97.215883,flame,6/23/2022,13:38,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
285,1260-97,F,Lake Waco,5,,31.57587,-97.215883,flame,6/23/2022,13:38,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
286,1261-97,F,Lake Waco,6,,31.594183,-97.254683,flame,6/23/2022,14:37,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
287,1262-97,F,Lake Waco,6,,31.594183,-97.254683,flame,6/23/2022,14:37,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
288,1263-97,F,Lake Waco,6,,31.594183,-97.254683,flame,6/23/2022,14:37,surfacewater,0.25,0.7,TRUE,none,grab,,MB,,,11/27/2022
289,0684-13,UF,Lake Bonham,BON1,DOC/DIC,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
290,0686-13,UF,Lake Bonham,BON2,DOC/DIC,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
292,0692-13,UF,Lake Bonham,BON4,DOC/DIC,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
293,0623-16,UF,Lake Bonham,BON1,UF bottle,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
294,0624-16,UF,Lake Bonham,BON2,UF bottle,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
295,0625-16,UF,Lake Bonham,BON3,UF bottle,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
296,0626-16,UF,Lake Bonham,BON4,UF bottle,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
297,0647-16,UF,Lake Bonham,BON1,F bottle,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
298,0648-16,UF,Lake Bonham,BON2,F bottle,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
299,0649-16,UF,Lake Bonham,BON3,F bottle,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
300,0650-16,UF,Lake Bonham,BON4,F bottle,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
301,,UF,Lake Bonham,BON1,tnp,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
302,,UF,Lake Bonham,BON1,tnp,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
303,,UF,Lake Bonham,BON1,tnp,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
304,,UF,Lake Bonham,BON2,tnp,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
305,,UF,Lake Bonham,BON2,tnp,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
306,,UF,Lake Bonham,BON2,tnp,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
307,,UF,Lake Bonham,BON3,tnp,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
308,,UF,Lake Bonham,BON3,tnp,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
309,,UF,Lake Bonham,BON3,tnp,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
310,,UF,Lake Bonham,BON4,tnp,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
311,,UF,Lake Bonham,BON4,tnp,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
312,,UF,Lake Bonham,BON4,tnp,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
